url,has_https,len_hostname,len_path,count_at,count_hyphen,count_digits,label
http://safe-site.org/80842,0,13,6,0,1,5,1
http://safe-site.org,0,13,0,0,1,0,1
http://example-53.com@malicious-53.com/11172,0,31,6,1,2,9,1
http://short.io,0,8,0,0,0,0,0
http://paypal-31.com/48666,0,13,6,0,1,7,1
https://safe-site.org,1,13,0,0,1,0,0
https://example-70.com/40092,1,14,6,0,1,7,1
http://github-28.com,0,13,0,0,1,2,1
http://github.com/32817,0,10,6,0,0,5,1
https://accounts.google.com,1,19,0,0,0,0,0
http://example.com@malicious.com/14713,0,25,6,1,0,5,1
http://banking.example.com/79418,0,19,6,0,0,5,1
http://login.example.com/13966,0,17,6,0,0,5,1
http://login.example.com,0,17,0,0,0,0,1
http://example.com/79805,0,11,6,0,0,5,1
https://github.com,1,10,0,0,0,0,0
http://safe-site.org/71354,0,13,6,0,1,5,1
https://news.example.com,1,16,0,0,0,0,0
http://example.com-verify.secure/86830,0,25,6,0,1,5,1
https://news.example.com/68215,1,16,6,0,0,5,0
http://login.example.com,0,17,0,0,0,0,1
http://shop.example.com,0,16,0,0,0,0,0
http://verify-paypal.example.net/12426,0,25,6,0,1,5,1
http://verify-paypal.example.net,0,25,0,0,1,0,1
http://example.com-verify.secure,0,25,0,0,1,0,1
http://verify-paypal.example.net,0,25,0,0,1,0,1
http://paypal.com,0,10,0,0,0,0,0
http://login.example.com/77835,0,17,6,0,0,5,1
http://github.com,0,10,0,0,0,0,0
http://example-7.com-verify-7.secure,0,29,0,0,3,2,1
https://example.com@malicious.com/73598,1,25,6,1,0,5,1
http://example.com@malicious.com/77120,0,25,6,1,0,5,1
http://shop.example.com,0,16,0,0,0,0,0
http://accounts-87.google-87.com,0,25,0,0,2,4,1
https://192.168.0.1/30217,1,11,6,0,0,13,0
https://example.com-verify.secure,1,25,0,0,1,0,1
http://banking.example.com/89395,0,19,6,0,0,5,1
https://news.example.com,1,16,0,0,0,0,0
https://shop.example.com,1,16,0,0,0,0,0
http://secure-bank.example.com,0,23,0,0,1,0,1
https://example.com,1,11,0,0,0,0,0
http://banking.example.com,0,19,0,0,0,0,0
https://login.example.com,1,17,0,0,0,0,0
https://verify-paypal.example.net/9150,1,25,5,0,1,4,1
http://safe-site.org/70849,0,13,6,0,1,5,1
https://news.example.com,1,16,0,0,0,0,0
https://login-20.example-20.com/50646,1,23,6,0,2,9,1
http://short-49.io/62941,0,11,6,0,1,7,1
http://192-93.168-93.0-93.1/81482,0,20,6,0,3,19,1
https://github-6.com,1,12,0,0,1,1,0
https://example.com/41954,1,11,6,0,0,5,0
https://banking.example.com,1,19,0,0,0,0,0
http://short.io/96851,0,8,6,0,0,5,1
https://login-32.example-32.com,1,23,0,0,2,4,1
http://short.io/47555,0,8,6,0,0,5,1
http://example.com,0,11,0,0,0,0,0
https://example.com-verify.secure/1753,1,25,5,0,1,4,1
https://safe-site.org,1,13,0,0,1,0,0
https://paypal.com,1,10,0,0,0,0,0
https://example.com/34367,1,11,6,0,0,5,0
http://192.168.0.1/27252,0,11,6,0,0,13,1
http://short.io,0,8,0,0,0,0,0
https://192-91.168-91.0-91.1,1,20,0,0,3,14,1
http://verify-paypal.example.net,0,25,0,0,1,0,1
https://192.168.0.1/24422,1,11,6,0,0,13,0
https://shop.example.com,1,16,0,0,0,0,0
https://news.example.com/21288,1,16,6,0,0,5,0
http://example-60.com,0,14,0,0,1,2,1
http://news.example.com,0,16,0,0,0,0,0
https://secure-bank.example.com,1,23,0,0,1,0,1
https://accounts-59.google-59.com/8001,1,25,5,0,2,8,1
http://example-11.com@malicious-11.com/79252,0,31,6,1,2,9,1
https://github.com,1,10,0,0,0,0,0
http://short.io,0,8,0,0,0,0,0
http://example.com-verify.secure,0,25,0,0,1,0,1
https://banking-82.example-82.com,1,25,0,0,2,4,1
http://example.com@malicious.com,0,25,0,1,0,0,1
https://safe-site.org/62725,1,13,6,0,1,5,1
https://192.168.0.1,1,11,0,0,0,8,0
http://github-69.com/56073,0,13,6,0,1,7,1
http://banking.example.com,0,19,0,0,0,0,0
http://example.com@malicious.com,0,25,0,1,0,0,1
https://example.com,1,11,0,0,0,0,0
http://shop.example.com,0,16,0,0,0,0,0
https://example.com,1,11,0,0,0,0,0
https://short.io,1,8,0,0,0,0,0
http://login-11.example-11.com,0,23,0,0,2,4,1
http://example.com/50064,0,11,6,0,0,5,1
http://github-72.com,0,13,0,0,1,2,1
https://short.io,1,8,0,0,0,0,0
http://shop-4.example-4.com,0,20,0,0,2,2,1
http://github.com,0,10,0,0,0,0,0
https://news-17.example-17.com/36365,1,22,6,0,2,9,1
http://shop.example.com,0,16,0,0,0,0,0
https://banking.example.com,1,19,0,0,0,0,0
http://192.168.0.1,0,11,0,0,0,8,1
https://192.168.0.1,1,11,0,0,0,8,0
http://example-87.com@malicious-87.com,0,31,0,1,2,4,1
https://short.io,1,8,0,0,0,0,0
http://example.com@malicious.com,0,25,0,1,0,0,1
http://banking.example.com,0,19,0,0,0,0,0
https://verify-paypal.example.net,1,25,0,0,1,0,1
https://example.com@malicious.com/71522,1,25,6,1,0,5,1
https://accounts.google.com,1,19,0,0,0,0,0
https://paypal.com,1,10,0,0,0,0,0
http://news.example.com/67366,0,16,6,0,0,5,1
https://login.example.com/57570,1,17,6,0,0,5,1
http://secure-bank.example.com/77089,0,23,6,0,1,5,1
https://example.com,1,11,0,0,0,0,0
https://192.168.0.1/70266,1,11,6,0,0,13,0
https://short.io/62254,1,8,6,0,0,5,0
https://shop.example.com/7924,1,16,5,0,0,4,0
https://example.com-verify.secure/83065,1,25,6,0,1,5,1
http://short.io/28245,0,8,6,0,0,5,1
https://verify-paypal.example.net,1,25,0,0,1,0,1
http://shop.example.com/89746,0,16,6,0,0,5,1
http://login.example.com/83991,0,17,6,0,0,5,1
https://github.com,1,10,0,0,0,0,0
